"read_count(G)"	"read_count(NW)"	"read_count(S)"
"PdomMRNA06090.1"	652.8	432	414.75
"PdomMRNA06091.1"	1345.4	764	946.25
"PdomMRNA06092.1"	1796.4	984.6	1091.25
"PdomMRNA06093.1"	2083.4	1090	1398.25
"PdomMRNA06094.1"	4341.4	2647.2	2889
"PdomMRNA06095.1"	3912.6	2371.2	2780
"PdomMRNA06096.1"	698.6	485.4	535.5
"PdomMRNA06097.1"	1255.6	1260.2	953.25
"PdomMRNA06098.1"	1771.4	1132.4	1234.75
"PdomMRNA06100.1"	1423.4	909.2	1022.5
"PdomMRNA06101.1"	652.4	412.6	419.5
"PdomMRNA06102.1"	1031.4	779.8	845
"PdomMRNA06103.1"	38.2	38.6	64.75
"PdomMRNA06105.1"	52.8	23	6.25
"PdomMRNA06106.1"	668.2	309.2	432.25
"PdomMRNA06108.1"	8621	1699.2	4505
"PdomMRNA06109.1"	832.2	542.4	518.25
"PdomMRNA06110.1"	3273.8	2205	2410.5
"PdomMRNA06111.1"	3405.8	2599.2	2233.25
"PdomMRNA06112.1"	7687.2	2956.4	3941.5
"PdomMRNA06113.1"	188.8	127.4	258.25
"PdomMRNA06114.1"	105	56.4	60.5
"PdomMRNA06115.1"	1648.2	1087.2	1416.25
"PdomMRNA06116.1"	549.8	349	339
"PdomMRNA06117.1"	2895	1707.8	2131
"PdomMRNA06118.1"	578.6	320.6	261.75
"PdomMRNA06119.1"	1236.4	1249.8	1192.25
"PdomMRNA06120.1"	8518	5284.6	5370.25
"PdomMRNA06121.1"	1346.4	635.2	797.25
"PdomMRNA06122.1"	1122.2	948.8	647.5
"PdomMRNA06123.1"	4926.6	2568.2	3269.5
"PdomMRNA06124.1"	850.8	684.2	758.25
"PdomMRNA06126.1"	755.2	518.2	481
"PdomMRNA06127.1"	121.8	106	103
"PdomMRNA06128.1"	806.6	490	499.75
"PdomMRNA06129.1"	429.8	339	275.75
"PdomMRNA06130.1"	207.4	160	116.25
"PdomMRNA06131.1"	494.4	297.6	386.5
"PdomMRNA06132.1"	1725.2	1213.4	1071.75
"PdomMRNA06133.1"	1897.4	1440.2	1443.5
"PdomMRNA06134.1"	37.8	65.8	29
"PdomMRNA06136.1"	1011.8	681.4	765.75
"PdomMRNA06137.1"	1879.6	1193	1345
"PdomMRNA06138.1"	4275.8	2583.4	2901.75
"PdomMRNA06139.1"	713	528.8	492.25
"PdomMRNA06140.1"	196.8	136.8	111.5
"PdomMRNA06141.1"	214.6	81.8	125
"PdomMRNA06142.1"	1921.6	1425.6	1332.25
"PdomMRNA06143.1"	1168.2	1018	1099.25
"PdomMRNA06145.1"	4907.4	5318.4	4488.25
"PdomMRNA06146.1"	402.4	311.8	251.5
"PdomMRNA06148.1"	164.6	116.6	81.75
"PdomMRNA06149.1"	652.2	590.8	627.75
"PdomMRNA06150.1"	2233.8	1895	1808
"PdomMRNA06151.1"	6983.6	3992.2	4761
"PdomMRNA06152.1"	2162	1513.6	1482.25
"PdomMRNA06153.1"	476	542	498
"PdomMRNA06154.1"	4864.8	2741.6	3047.25
"PdomMRNA06156.1"	756.2	579.2	552
"PdomMRNA06157.1"	1584.2	1118	1056.75
"PdomMRNA06158.1"	36.6	32.4	17.25
"PdomMRNA06159.1"	963	612.4	586.25
"PdomMRNA06160.1"	867.8	495	579.5
"PdomMRNA06161.1"	561.4	325	309.5
"PdomMRNA06163.1"	92.2	75.6	80
"PdomMRNA06165.1"	3061.4	2440	2290
"PdomMRNA06166.1"	555.4	489.2	406
"PdomMRNA06167.1"	360.8	297	328.5
"PdomMRNA06168.1"	344.2	175.8	171
"PdomMRNA06169.1"	1067.2	561.6	739.25
"PdomMRNA06170.1"	829	717.4	756.25
"PdomMRNA06171.1"	7188.8	4717.8	4528
"PdomMRNA06172.1"	2554	1710.2	1605.5
"PdomMRNA06173.1"	125.2	74.2	69.5
"PdomMRNA06174.1"	2014.6	1672.6	1607
"PdomMRNA06175.1"	712.6	458.6	437.5
"PdomMRNA06176.1"	31.4	28	64.5
"PdomMRNA06177.1"	480.6	367.6	284.5
"PdomMRNA06178.1"	934.2	647	727.75
"PdomMRNA06179.1"	1064	826.8	795.5
"PdomMRNA06180.1"	1369.4	1082.8	1011
"PdomMRNA06181.1"	1852.6	817	1204.5
"PdomMRNA06182.1"	1765.8	1343.8	1173
"PdomMRNA06182.3"	203.4	150	124.25
"PdomMRNA06183.1"	2203	1564.2	1837
"PdomMRNA06184.1"	1468.8	916	939.5
"PdomMRNA06185.1"	97.4	86.8	104.5
"PdomMRNA06186.1"	5140.2	3470.2	3453.75
"PdomMRNA06187.1"	478.6	297	224.5
"PdomMRNA06188.1"	1433.6	999.2	994.5
"PdomMRNA06189.1"	848.6	712.6	744.25
"PdomMRNA06190.1"	291	247.2	305.5
"PdomMRNA06191.1"	55.6	54.8	73.75
"PdomMRNA06192.1"	18631	11633.8	14815
"PdomMRNA06193.1"	1296.8	876.6	1033.75
"PdomMRNA06194.1"	1984.8	1694.6	1607.75
"PdomMRNA06195.1"	814.6	555.4	580.5
"PdomMRNA06196.1"	637.8	409.6	420.5
"PdomMRNA06197.1"	589.4	308.2	317.75
"PdomMRNA06198.1"	1788.8	1292	1049.25
"PdomMRNA06199.1"	801.2	475	389.25
"PdomMRNA06200.1"	878.8	681.2	572.75
"PdomMRNA06201.1"	1826	1453.8	1379.75
"PdomMRNA06202.1"	2498.8	1740	1884
"PdomMRNA06203.1"	1085.6	723	679.25
"PdomMRNA06204.1"	346.2	301.6	373.25
"PdomMRNA06206.1"	3764.2	2975	2775.75
"PdomMRNA06207.1"	560.6	397.8	373
"PdomMRNA06208.1"	9023.8	3315.6	4902
"PdomMRNA06209.1"	1251.2	954.2	1066.5
"PdomMRNA06210.1"	3028.2	2006.2	2154.75
"PdomMRNA06212.1"	1419.2	669.8	739.5
"PdomMRNA06213.1"	13	41.4	42.25
"PdomMRNA06216.1"	638	414.4	369.25
"PdomMRNA06217.1"	7560.6	6303.6	5433.75
"PdomMRNA06218.1"	279.2	138.4	137.5
"PdomMRNA06219.1"	528	317.4	325
"PdomMRNA06221.1"	365.4	324	309.75
"PdomMRNA06222.1"	714.4	529.6	402.75
"PdomMRNA06223.1"	935.4	793.2	689.5
"PdomMRNA06224.1"	814.4	611.6	506.5
"PdomMRNA06225.1"	836.6	680	648.25
"PdomMRNA06226.1"	3413.6	1920.2	2003.25
"PdomMRNA06227.1"	7864	4023	4066.75
"PdomMRNA06228.1"	9364.2	5121	6241.75
"PdomMRNA06229.1"	1749.2	1352.4	1251.75
"PdomMRNA06230.1"	3759.4	2257.6	2718.75
"PdomMRNA06231.1"	1323.2	1153.6	997
"PdomMRNA06233.1"	666.4	364.6	359.25
"PdomMRNA06234.1"	394	277.2	270.25
"PdomMRNA06235.1"	1565.4	1130.8	1093.5
"PdomMRNA06236.1"	5397.2	3812.4	3575.75
"PdomMRNA06237.1"	596	453.8	437
"PdomMRNA06238.1"	45.6	54.8	65.25
"PdomMRNA06239.1"	502.6	396.6	378.75
"PdomMRNA06240.1"	1032.6	1087.6	1011.5
"PdomMRNA06241.1"	605.6	471.8	412.5
"PdomMRNA06243.1"	101.2	87.6	72.25
"PdomMRNA06244.1"	222	185.4	147.5
"PdomMRNA06245.1"	2657	1995.4	2160.75
"PdomMRNA06246.1"	132	87.2	93.25
"PdomMRNA06247.1"	1526.8	1314.2	957.75
"PdomMRNA06248.1"	4442	2233.6	2788.5
"PdomMRNA06249.1"	143.4	72.6	119.25
"PdomMRNA06250.1"	4677.8	2837	3116.25
"PdomMRNA06251.1"	212.4	182.2	169
"PdomMRNA06252.1"	1132	713.6	810.5
"PdomMRNA06253.1"	485	425.4	329.5
"PdomMRNA06255.1"	6789.4	3788.4	4578
"PdomMRNA06256.1"	8593.6	5486.2	6078
"PdomMRNA06257.1"	14787.4	9100	9849
"PdomMRNA06258.1"	325.6	161.6	179.5
"PdomMRNA06259.1"	3512.8	2473.6	2479
"PdomMRNA06260.1"	137.4	64.2	91.25
"PdomMRNA06261.1"	6384	3880.4	4969.75
"PdomMRNA06262.1"	2237.4	1371	1451
"PdomMRNA06263.1"	1698.2	1266.2	1218
"PdomMRNA06264.1"	5481.4	3106	3656
"PdomMRNA06265.1"	2655.6	1405.6	1469.5
"PdomMRNA06266.1"	161.4	90	109.75
"PdomMRNA06272.1"	1396.2	978.2	999.25
"PdomMRNA06273.1"	2743.6	2011.2	2127.75
"PdomMRNA06274.1"	3415.6	2823.2	2997.25
"PdomMRNA06275.1"	3050.4	2195.8	2589
"PdomMRNA06276.1"	246.8	197.2	240.5
"PdomMRNA06277.1"	1721.2	1504.2	1388.75
"PdomMRNA06278.1"	75.4	41.4	51.5
"PdomMRNA06280.1"	71.4	64	51.25
"PdomMRNA06281.1"	1128.8	864.4	894.25
"PdomMRNA06282.1"	2172.8	1226.4	1428.5
"PdomMRNA06283.1"	5456.8	3824.8	3180.5
"PdomMRNA06284.1"	7027.4	3711.6	4311.75
"PdomMRNA06285.1"	2558	1769.8	1730
"PdomMRNA06286.1"	1054	756.2	641
"PdomMRNA06287.1"	364.4	258.8	319.5
"PdomMRNA06288.1"	1732.4	724.2	438.5
"PdomMRNA06289.1"	1866.6	1680.8	1558.75
"PdomMRNA06290.1"	1488.4	978.6	918.5
"PdomMRNA06293.1"	692.2	531.4	527
"PdomMRNA06294.1"	509.6	294.6	344.75
"PdomMRNA06295.1"	616.6	353	389
"PdomMRNA06296.1"	468	316.8	263
"PdomMRNA06297.1"	689.8	450.2	418.5
"PdomMRNA06298.1"	3012.6	1931.2	2142.25
"PdomMRNA06299.1"	1210.4	937.2	866.75
"PdomMRNA06301.1"	8887.4	4884.6	5520.25
"PdomMRNA06302.1"	1196.4	480.6	879
"PdomMRNA06303.1"	3706.8	1807	2054.75
"PdomMRNA06304.1"	113.8	52.6	97.75
"PdomMRNA06305.1"	1216.8	779.8	762.75
"PdomMRNA06307.1"	777.6	405.2	516.25
"PdomMRNA06308.1"	3463	2148	1948.5
"PdomMRNA06309.1"	567	558.8	499.25
"PdomMRNA06310.1"	131.4	82	125.5
"PdomMRNA06311.1"	133	43	62.25
"PdomMRNA06312.1"	2308.8	1646.2	1891.75
"PdomMRNA06313.1"	7.4	75	46.75
"PdomMRNA06314.1"	2446.4	1632.6	1626
"PdomMRNA06315.1"	4036.8	2700.4	3035.5
"PdomMRNA06316.1"	2690.6	1725.8	1947.25
"PdomMRNA06317.1"	1910.6	1242	1463.75
"PdomMRNA06318.1"	631.2	439.8	485.25
"PdomMRNA06319.1"	819	354.8	412.75
"PdomMRNA06320.1"	75	53.4	56.75
"PdomMRNA06321.1"	1209.2	862.2	896.5
"PdomMRNA06322.1"	2186	1846.6	2088.5
"PdomMRNA06323.1"	10691	7352.2	7973.5
"PdomMRNA06324.1"	51.4	52	65
"PdomMRNA06325.1"	68.4	55	58.75
"PdomMRNA06326.1"	3046	2001.4	1835.25
"PdomMRNA06327.1"	1872.6	1367	1325.5
"PdomMRNA06328.1"	41.8	7.6	33.5
"PdomMRNA06329.1"	67.2	48.8	39.5
"PdomMRNA06331.1"	7815.8	5668.8	5389.25
"PdomMRNA06332.1"	355	303	280.5
"PdomMRNA06333.1"	3993.8	3285.8	2640.5
"PdomMRNA06334.1"	331.2	312	281.25
"PdomMRNA06335.1"	1018.2	565.4	572
"PdomMRNA06336.1"	1716.6	1051.4	1157.5
"PdomMRNA06337.1"	390.6	314.8	271.75
"PdomMRNA06338.1"	3920.4	2249.4	2357.25
"PdomMRNA06339.1"	580.4	345.4	367.75
"PdomMRNA06341.1"	9809.4	6030.2	5949.25
"PdomMRNA06342.1"	6548	4348.8	3972.5
"PdomMRNA06343.1"	63.4	39	26.75
"PdomMRNA06344.1"	54825.6	29497.2	31401.5
"PdomMRNA06345.1"	2083.2	1327.2	1391.5
"PdomMRNA06346.1"	654.6	581.4	571
"PdomMRNA06347.1"	1923.6	1135.2	1280
"PdomMRNA06348.1"	1053.6	796.2	1513.5
"PdomMRNA06349.1"	2797	1611.8	1686
"PdomMRNA06350.2"	963.6	925.8	715.75
"PdomMRNA06352.1"	1244.2	604.4	630.5
"PdomMRNA06353.1"	16155.6	10260.6	10205.5
"PdomMRNA06354.1"	613.4	379.2	413
"PdomMRNA06356.1"	444.2	308.6	277.5
"PdomMRNA06357.1"	5413	3858.8	3860.5
"PdomMRNA06358.1"	6765.8	4376.4	5450.25
"PdomMRNA06359.1"	34400.6	21524	20726.75
"PdomMRNA06360.1"	3832.8	2419	2566.75
"PdomMRNA06362.1"	1514.8	927.4	933.5
"PdomMRNA06363.1"	96	44.2	45.25
"PdomMRNA06364.1"	1819.4	1406.2	1281
"PdomMRNA06365.1"	877.8	653.2	642
"PdomMRNA06367.1"	239.4	185.4	182.25
"PdomMRNA06368.1"	2184.8	1749.4	1633.5
"PdomMRNA06369.1"	6676.6	5004.4	4379.5
"PdomMRNA06371.1"	941.8	660.2	650.5
"PdomMRNA06372.1"	7119	3852.4	6178.25
"PdomMRNA06373.1"	1075.2	1092	944.75
"PdomMRNA06374.1"	3883.4	2730.4	3283.5
"PdomMRNA06375.1"	1610.4	1184.6	1113.5
"PdomMRNA06376.1"	1820	1051.6	1172.75
"PdomMRNA06377.1"	3902	2670.4	2745.5
"PdomMRNA06379.1"	467.2	396.6	325.25
"PdomMRNA06380.1"	70.4	36.4	38.75
"PdomMRNA06381.1"	955.4	723	686.75
"PdomMRNA06382.1"	223	210.8	230
"PdomMRNA06383.1"	301.4	148.8	206.75
"PdomMRNA06384.1"	109.4	150.6	113
"PdomMRNA06385.1"	759.8	485.4	515
"PdomMRNA06386.1"	6704.8	4631.8	5125
"PdomMRNA06387.1"	1681.2	979.6	1023
"PdomMRNA06389.1"	723	396.8	522.5
"PdomMRNA06390.1"	181.8	244.2	182.5
"PdomMRNA06391.1"	5449.4	3616.4	3838.75
"PdomMRNA06392.1"	3679.4	2869.8	2896
"PdomMRNA06393.1"	98.4	71.8	51.75
"PdomMRNA06395.1"	762.4	468	401.25
"PdomMRNA06397.1"	210.6	118.6	82.75
"PdomMRNA06398.1"	11546.6	6971.2	7222.25
"PdomMRNA06399.1"	46.8	49.6	39.25
"PdomMRNA06399.2"	1011.6	709	651.5
"PdomMRNA06400.1"	2688.8	1650.8	1775.5
"PdomMRNA06401.1"	458.4	246.6	266
"PdomMRNA06403.1"	71809.6	34173.6	41060.5
"PdomMRNA06404.1"	301.4	205.4	197
"PdomMRNA06406.1"	1274.6	901.6	903.25
"PdomMRNA06408.1"	217.6	156.2	134.75
"PdomMRNA06409.1"	798.6	593.4	607.25
"PdomMRNA06410.1"	4746.8	3894	5285.25
"PdomMRNA06411.1"	1220	811	810.75
"PdomMRNA06415.1"	1228.2	968.4	854.75
"PdomMRNA06416.1"	2597.8	1430.4	1803
"PdomMRNA06418.1"	179	29.2	386.75
"PdomMRNA06419.1"	4395.6	3242.4	3551.5
"PdomMRNA06422.1"	36	38.8	25.75
"PdomMRNA06427.1"	213.8	225	191.25
"PdomMRNA06428.1"	198.8	150.4	162
"PdomMRNA06429.1"	1390.6	983	1048
"PdomMRNA06430.1"	2578.8	1960.6	1985.25
"PdomMRNA06431.1"	1016	769.2	760.25
"PdomMRNA06432.1"	1519.6	1084.4	1155.25
"PdomMRNA06433.1"	3439.4	2244.6	2208
"PdomMRNA06435.1"	1089.8	670.4	710.75
"PdomMRNA06436.1"	9244.6	6657.8	6866.5
"PdomMRNA06437.1"	588.4	336.2	366.5
"PdomMRNA06438.1"	573.4	418.6	368.5
"PdomMRNA06439.1"	1064.8	578.4	761
"PdomMRNA06440.1"	932.4	676	705.25
"PdomMRNA06441.1"	1430.2	933.4	936.75
"PdomMRNA06442.1"	2312.6	1375.8	1660.75
"PdomMRNA06443.1"	531.6	409.8	329.25
"PdomMRNA06444.1"	7160	3198.2	4805.5
"PdomMRNA06445.1"	943	589.8	620
"PdomMRNA06446.1"	2091.6	1142.4	1259.25
"PdomMRNA06447.1"	33940.6	26454.8	24906.25
"PdomMRNA06448.1"	106.6	60.2	55
"PdomMRNA06449.1"	2728	2053	2070.75
"PdomMRNA06450.1"	3605	2817.6	2565.25
"PdomMRNA06451.1"	191.2	120.2	126.75
"PdomMRNA06452.1"	268.4	195	169.75
"PdomMRNA06453.1"	581.6	588	498.25
"PdomMRNA06454.1"	2495.6	1679.8	1734.75
"PdomMRNA06455.1"	3964.4	2471.2	2436.5
"PdomMRNA06456.1"	6604.4	3606.4	4054.5
"PdomMRNA06457.1"	3425.8	1961.2	2213.75
"PdomMRNA06459.1"	2974.8	2196.4	2519
"PdomMRNA06460.1"	229.4	129.4	137.5
"PdomMRNA06461.1"	191.8	91.2	110.5
"PdomMRNA06462.1"	1082.4	824.4	1372.75
"PdomMRNA06463.1"	674.6	435.8	402
"PdomMRNA06464.1"	2112.4	1465.2	1554.25
"PdomMRNA06466.1"	499.4	515.6	427.25
"PdomMRNA06467.1"	2058.8	1043.4	999.5
"PdomMRNA06468.1"	13629.6	10520.2	10127.5
"PdomMRNA06469.1"	431.2	366.8	424
"PdomMRNA06470.1"	6518.6	3550.2	3804.25
"PdomMRNA06472.1"	70.2	48.4	67.5
"PdomMRNA06473.1"	347.6	233.8	176.75
"PdomMRNA06474.1"	398	272.6	336
"PdomMRNA06476.1"	2474.4	1192	1414
"PdomMRNA06477.1"	2238.8	1704.4	1441.75
"PdomMRNA06478.1"	525	517.6	445.25
"PdomMRNA06479.1"	673.8	519.8	432.5
"PdomMRNA06480.1"	1210.6	618.6	768.25
"PdomMRNA06481.1"	488.4	353.4	377
"PdomMRNA06482.1"	2424.2	1961.8	1715
"PdomMRNA06483.1"	2182	1412.4	1464.5
"PdomMRNA06484.1"	1555.8	939.8	973.75
"PdomMRNA06485.1"	567.4	386.6	339
"PdomMRNA06486.1"	765.4	534.4	412.25
"PdomMRNA06487.1"	1310.6	644.2	853
"PdomMRNA06488.1"	20565	11824.8	11123.25
"PdomMRNA06489.1"	2143.4	1508.8	1450.5
"PdomMRNA06490.1"	281.4	267.4	199.25
"PdomMRNA06491.1"	513.4	168.8	463.5
"PdomMRNA06493.1"	186.6	154.2	118.5
"PdomMRNA06494.1"	1977.6	1369.4	1496.25
"PdomMRNA06496.1"	1906.6	1552.6	1722.5
"PdomMRNA06497.1"	4936.2	3476.8	3551.75
"PdomMRNA06498.1"	7990.4	10256	13676
"PdomMRNA06499.1"	2147.2	1710.4	1842.5
"PdomMRNA06500.1"	65	50.6	38.25
"PdomMRNA06502.1"	49.2	21.2	51.5
"PdomMRNA06504.1"	721.8	166	730.25
"PdomMRNA06505.1"	210.4	171.6	124
"PdomMRNA06506.1"	75	47.2	75.25
"PdomMRNA06508.1"	1359.4	887	984.5
"PdomMRNA06509.1"	1197	541.2	765
"PdomMRNA06513.1"	173	90.8	109.5
"PdomMRNA06514.1"	790.8	529.4	557.25
"PdomMRNA06516.1"	125	56.6	70.25
"PdomMRNA06517.1"	4018.6	2695.8	2568
"PdomMRNA06518.1"	2078.6	1832.6	1809.5
"PdomMRNA06521.1"	35	35.4	46
"PdomMRNA06524.1"	1741.4	893.8	1187.75
"PdomMRNA06526.1"	2034.6	1360.8	1317
"PdomMRNA06531.1"	139.4	134.4	100.25
"PdomMRNA06532.1"	6412.4	4297.6	4704.75
"PdomMRNA06537.1"	4153.6	2505.8	2881.75
"PdomMRNA06540.1"	836	568.2	644.5
"PdomMRNA06541.1"	370	206.4	300.5
"PdomMRNA06542.1"	74.4	44.2	34.5
"PdomMRNA06543.1"	4131.6	2506	2790.25
"PdomMRNA06544.1"	1560.8	709.4	1013
"PdomMRNA06546.1"	747	464.8	491
"PdomMRNA06547.1"	496.6	457.6	377
"PdomMRNA06548.1"	5125.6	3120	3761.5
"PdomMRNA06549.1"	174.4	93.4	99.5
"PdomMRNA06550.1"	635.2	414	412.25
"PdomMRNA06551.1"	2453.6	2296.2	1890
"PdomMRNA06552.1"	1553.4	731	935.25
"PdomMRNA06553.1"	1543.2	997.4	864
"PdomMRNA06556.1"	1065.8	829	913.5
"PdomMRNA06557.1"	201	89.6	168.5
"PdomMRNA06559.1"	3501.4	1890.4	2133.5
"PdomMRNA06560.1"	77.8	40.6	51.5
"PdomMRNA06561.1"	843.8	640.4	547.25
"PdomMRNA06562.1"	93.2	34	39.75
"PdomMRNA06563.1"	2655.6	2411.2	1986.5
"PdomMRNA06564.1"	1259	1085.6	955.25
"PdomMRNA06566.1"	1319.6	783.2	826.75
"PdomMRNA06567.1"	1489.8	1076.8	958.75
"PdomMRNA06568.1"	2023	1233.6	1204.75
"PdomMRNA06570.1"	384.6	303	194.75
"PdomMRNA06572.1"	3367.4	1910.2	1836.75
"PdomMRNA06573.1"	276.2	259.4	175.25
"PdomMRNA06574.1"	178.2	89.8	100
"PdomMRNA06575.1"	433.4	184.8	244.75
"PdomMRNA06576.1"	2062.2	1561	1534.5
"PdomMRNA06577.1"	2660.6	1836.2	1630.75
"PdomMRNA06578.1"	262.4	186	217.25
"PdomMRNA06578.2"	187	131	136
"PdomMRNA06579.1"	308.2	269	254.25
"PdomMRNA06580.1"	1713	1083.2	1182.75
"PdomMRNA06581.1"	793.6	635	556.5
"PdomMRNA06583.1"	5941.8	3742.2	3810.25
"PdomMRNA06584.1"	442.6	284.2	273.75
"PdomMRNA06586.1"	1090.6	750.8	804
"PdomMRNA06588.1"	2318.2	1577.4	1399
"PdomMRNA06589.1"	817.6	478.2	606
"PdomMRNA06590.1"	1331.4	701.8	899.75
"PdomMRNA06591.1"	1206.8	765.2	841.75
"PdomMRNA06592.1"	5037.6	3397.4	3317
"PdomMRNA06593.1"	44.6	68	29.75
"PdomMRNA06594.1"	7221.6	4884.8	5350.5
"PdomMRNA06595.1"	1753	1640.2	1473.25
"PdomMRNA06596.1"	75.6	53.2	62
"PdomMRNA06597.1"	2851.2	2854.6	2562.5
"PdomMRNA06598.1"	1412.6	772.6	759.25
"PdomMRNA06602.1"	425.8	334.6	321.5
"PdomMRNA06605.1"	10370.4	8661.8	8554.75
"PdomMRNA06606.1"	1506.6	1472.6	1235
"PdomMRNA06607.1"	357.6	218.6	213.75
"PdomMRNA06608.1"	2254.4	1832.8	1642.25
"PdomMRNA06609.1"	262.8	198.6	237.75
"PdomMRNA06610.1"	92.2	57.2	60.75
"PdomMRNA06611.1"	3712.8	2319.6	2543.75
"PdomMRNA06612.1"	3683.6	2343	2115.5
"PdomMRNA06614.1"	441.4	287.4	281.5
"PdomMRNA06615.1"	756.2	351.8	389.75
"PdomMRNA06616.1"	3345.8	2474.4	2624.5
"PdomMRNA06617.1"	1102	986.4	994
"PdomMRNA06620.1"	2777.2	1283	1758
"PdomMRNA06621.1"	380.8	216.8	226.25
"PdomMRNA06622.1"	9080.2	4927.2	5555
"PdomMRNA06623.1"	1149.4	914.6	839.5
"PdomMRNA06624.1"	1590.8	1099.2	1096.75
"PdomMRNA06625.1"	740.2	467.8	548.25
"PdomMRNA06626.1"	753.8	412.6	487.5
"PdomMRNA06627.1"	194.6	49.4	70.75
"PdomMRNA06628.1"	1037.8	663.2	671.25
"PdomMRNA06629.1"	56.2	36.4	68.75
"PdomMRNA06630.1"	180.8	164.6	184.25
"PdomMRNA06631.1"	975	717	672.25
"PdomMRNA06634.1"	1535.2	1094.4	1271.75
"PdomMRNA06637.1"	4506.8	2947.6	3112.25
"PdomMRNA06638.1"	4314.2	2711.8	2719.75
"PdomMRNA06639.1"	4561.8	3026.2	3340.5
"PdomMRNA06641.1"	1225.4	856.4	878.25
"PdomMRNA06642.1"	28.2	29.6	28
"PdomMRNA06644.1"	1760.2	1180.2	1222
"PdomMRNA06646.1"	6139.4	4915.2	4668.5
"PdomMRNA06647.1"	899	670	643.75
"PdomMRNA06648.1"	291.8	235.6	232
"PdomMRNA06650.1"	13727.8	10181.4	10360
"PdomMRNA06651.1"	2425.4	1175	1285.75
"PdomMRNA06652.1"	151	78	60.5
"PdomMRNA06655.1"	1736.2	812.8	998.5
"PdomMRNA06656.1"	461.8	180	193.25
"PdomMRNA06659.1"	1541.4	858.8	1019.5
"PdomMRNA06661.1"	593.6	338	420.25
"PdomMRNA06664.1"	455.8	315.6	348.75
"PdomMRNA06665.1"	1510.2	946.2	936.25
"PdomMRNA06666.1"	323	298.6	209.75
"PdomMRNA06668.1"	154.2	130.6	96.25
"PdomMRNA06669.1"	1772.2	1166.4	1081.75
"PdomMRNA06670.1"	3156.6	2235.6	2065.75
"PdomMRNA06671.1"	6806.4	4735.6	4762.5
"PdomMRNA06672.1"	7058.6	4512	4872
"PdomMRNA06673.1"	610.8	449.2	467.5
"PdomMRNA06674.1"	656.6	388.2	509.5
"PdomMRNA06676.1"	139.2	160.8	183
"PdomMRNA06677.1"	2648.4	3861.4	4005.75
"PdomMRNA06678.1"	281.6	118.2	218
"PdomMRNA06680.1"	1625.2	1303	1262.5
"PdomMRNA06683.1"	508.6	448.4	515.25
"PdomMRNA06685.1"	1657.8	1028.2	1138.25
"PdomMRNA06686.1"	2479.2	1586	1458.5
"PdomMRNA06687.1"	3921	3252	2662
"PdomMRNA06688.1"	622.2	542.4	563.25
"PdomMRNA06690.1"	840.8	393.4	917.25
"PdomMRNA06692.1"	2573	1765	1707.75
"PdomMRNA06693.1"	4728.6	3032.8	2695.25
"PdomMRNA06695.1"	935.2	619.8	634.5
"PdomMRNA06696.1"	1779.6	1359	1275.25
"PdomMRNA06699.1"	75	46.8	58.25
"PdomMRNA06700.1"	99.8	40.8	35.5
"PdomMRNA06701.1"	1894.8	1021.6	1043.25
"PdomMRNA06702.1"	2789.8	557.2	1215.75
"PdomMRNA06703.1"	615.6	451.6	430.75
"PdomMRNA06704.1"	366.2	149.6	147.25
"PdomMRNA06705.1"	24013.8	11769	16215
"PdomMRNA06706.1"	3001.2	2134.8	1790.25
"PdomMRNA06707.1"	124	58.6	61.5
"PdomMRNA06709.1"	170	118.8	106.75
"PdomMRNA06710.1"	2450	1643.2	1640.75
"PdomMRNA06711.1"	180	243.6	183.75
"PdomMRNA06712.1"	2339.8	1972.2	1962.75
"PdomMRNA06713.1"	7011.4	3111	3826.5
"PdomMRNA06714.1"	1039.4	473.8	367.75
"PdomMRNA06715.1"	6140.8	3500.4	3750
"PdomMRNA06717.1"	1713.8	1070.6	1088.5
"PdomMRNA06719.1"	1165.8	618.6	693.5
"PdomMRNA06721.1"	527.8	410.6	215
"PdomMRNA06723.1"	542	303	386.75
"PdomMRNA06724.1"	1894	1220.8	1354.75
"PdomMRNA06725.1"	8876.6	6691.8	3331.75
"PdomMRNA06726.1"	2369.2	1306.2	1361
"PdomMRNA06728.1"	84	59.8	52.75
"PdomMRNA06730.1"	927.4	669.6	726.75
"PdomMRNA06731.1"	3457.2	2373	2443
"PdomMRNA06733.1"	72.4	33.2	23.5
"PdomMRNA06736.1"	212.2	160.4	154
"PdomMRNA06738.1"	543	264.8	250.5
"PdomMRNA06740.1"	1101.8	722.6	730.25
"PdomMRNA06741.1"	1078.2	677.4	614.25
"PdomMRNA06744.1"	1097.4	764.4	862
"PdomMRNA06751.1"	800.4	580.2	636.5
"PdomMRNA06752.1"	226.8	129.2	190.75
"PdomMRNA06753.1"	657.2	560	402.75
"PdomMRNA06755.1"	1345.2	892.6	926.5
"PdomMRNA06756.1"	176.8	105	120.25
"PdomMRNA06757.1"	942	679.6	646.25
"PdomMRNA06759.1"	2519.2	1851.6	1706
"PdomMRNA06760.1"	994.8	603.6	569
"PdomMRNA06762.1"	3045.8	2555.2	2408.25
"PdomMRNA06764.1"	1671.8	1328.8	1298
"PdomMRNA06765.1"	583.8	321.2	354.5
"PdomMRNA06766.1"	942.6	682	774.75
"PdomMRNA06769.1"	919.6	710.6	786.5
"PdomMRNA06770.1"	549	379	332.75
